时间,湿度
2026-06-27 14:54:51,58
2026-06-27 14:54:54,55
2026-06-27 14:54:56,52
2026-06-27 14:54:59,51
2026-06-27 14:55:02,49
2026-06-27 14:55:05,48
2026-06-27 14:55:07,47
2026-06-27 14:55:10,46
2026-06-27 14:55:13,45
2026-06-27 14:55:16,44
2026-06-27 14:55:18,44
2026-06-27 14:55:21,43
2026-06-27 14:55:24,43
2026-06-27 14:55:27,42
2026-06-27 14:55:30,42
2026-06-27 14:55:33,42
2026-06-27 14:55:36,42
2026-06-27 14:55:39,44
2026-06-27 14:55:41,43
2026-06-27 14:55:44,43
2026-06-27 14:55:47,43
2026-06-27 14:55:50,43
2026-06-27 14:55:52,43
2026-06-27 14:55:55,43
2026-06-27 14:55:58,43
2026-06-27 14:56:01,43
2026-06-27 14:56:03,43
2026-06-27 14:56:06,43
2026-06-27 14:56:09,42
2026-06-27 14:56:12,42
2026-06-27 14:56:14,42
2026-06-27 14:56:17,42
2026-06-27 14:56:19,42
2026-06-27 14:56:23,42
2026-06-27 14:56:26,42
2026-06-27 14:56:28,42
2026-06-27 14:56:31,42
2026-06-27 14:56:34,42
2026-06-27 14:56:37,42
2026-06-27 14:56:40,42
2026-06-27 14:56:42,42
2026-06-27 14:56:45,42
2026-06-27 14:56:49,42
2026-06-27 14:56:51,42
2026-06-27 14:56:54,42
2026-06-27 14:56:57,42
2026-06-27 14:57:00,42
2026-06-27 14:57:02,42
2026-06-27 14:57:05,42
2026-06-27 14:57:08,42
2026-06-27 14:57:11,42
2026-06-27 14:57:13,41
2026-06-27 14:57:16,41
2026-06-27 14:57:19,42
2026-06-27 14:57:22,42
2026-06-27 14:57:28,42
2026-06-27 14:57:31,42
2026-06-27 14:57:34,42
2026-06-27 14:57:37,42
2026-06-27 14:57:39,42
2026-06-27 14:57:42,42
2026-06-27 14:57:45,42
2026-06-27 14:57:48,42
